Australian Business Number (ABN),Legal entity,Legal entity postcode,Legal entity LGA,Service provider,Funding agency,Funding source,Funding title,Program title,Funding type,Funding terms,Funding agreement start,Funding agreement end,Funding agreement duration,Category,Tag 1,Tag 2,Client group,Purpose,Statewide,Service delivery LGA,Service delivery postcode,Longitude,Latitude,Total funding under this agreement,Previous financial year,Co-contribution,Website
32338490426,Aurukun Shire Council,4871,AURUKUN,Business Development Officer - Aurukun,DATSIMA,State,Indigenous Support,,Grant,Operational,1/08/2012,31/12/2013,Fixed term,Aboriginal and Torres Strait Islander peoples,Aboriginal and Torres Strait Islander,Community Development,,To provide welfare reform in the states Indigenous communities,No,Aurukun Shire,4871,,,20833,20833,0,
84302918893,Nigerian Community Association in Queensland,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4103,,,1000,1000,0,
25254529402,Multicultural Communities Council Gold Coast Inc,4215,ASHMORE,CAMS Multicultural Community Worker,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational ,1/07/2012,30/06/2015,Fixed term,Community support,Multicultural Affairs ,Community Development,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4214,,,266733,88911,0,
0,Pacifika Limited,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4214,,,2500,2500,0,
79178789935,Jabiru Community Youth & Childrens Serv Assoc Inc,4017,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4017,,,10000,10000,0,
20833580090,Queensland African Communities Council,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4001,,,6000,6000,0,
83791724622,Queensland University of Technology,,,ASSI Scholarships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,1/07/2008,31/12/2015,One-off,Education and training,Multicultural Affairs,Community Development,,To provide scholarships to Australian South Sea Islander students to assist with their undergraduate university studies.,No,Brisbane City,4001,,,45000,12500,0,
72002765795,Brisbane City Council,4001,,LAMP Multicultural Policy Officer,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational ,1/07/2012,30/06/2015,Fixed term,Community support,Multicultural Affairs ,Community Development,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4000,,,133368,44456,0,
24535733198,Gereja Kristus Brisbane Incorporated,4000,BRISBANE CITY,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4000,,,1000,1000,0,
44113242882,St Patricks Day Parade Association Incorporated,4000,BRISBANE CITY,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/12/2012,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4000,,,10000,10000,0,
94710251744,The Corporation of the Trustees of the Order of the Sisters of Mercy in Queensland,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4102,,,1500,1500,0,
25016178213,Tamil Association Queensland Inc,4116,CALAMVALE,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4116,,,2000,2000,0,
58660221760,Shree Sanatan Dharam Hindu Assoc of Queensland Inc,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4170,,,2000,2000,0,
58660221760,Shree Sanatan Dharam Hindu Assoc of Queensland Inc,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/12/2012,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4170,,,1500,1500,0,
16939947760,Jewish Educational Institute Chabad House Brisbane Inc,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4152,,,7000,7000,0,
26745853272,"Vedanta Centre of Sydney, Brisbane Chapter",4069,CHAPEL HILL,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4069,,,1500,1500,0,
42098761456,SriLanka Society of Qld Inc,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4002,,,1500,1500,0,
35762312453,Gujarati Association of Queensland Inc,4127,DAISY HILL,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4127,,,1500,1500,0,
0,Queensland Rohingya Community Inc,4076,DARRA,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/12/2012,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4076,,,2000,2000,0,
69792802507,The Rwandan Association of Queensland Inc.,4007,DURACK,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4077,,,1500,1500,0,
56010049206,Ethnic Broadcasting Association of Queensland Limited,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4169,,,5000,5000,0,
80964149832,Brisbane Multicultural Arts Centre Inc,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4169,,,7000,7000,0,
37551738894,Crescents of Brisbane,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4113,,,2500,2500,0,
78220168014,Queensland Chinese United Council,4113,EIGHT MILE PLAINS,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/12/2012,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4113,,,3000,3000,0,
84120580274,The Korean Society of Queensland Inc.,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4113,,,1000,1000,0,
92191675128,Islamic Society of Queensland Inc,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/12/2012,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4113,,,1000,1000,0,
92299171870,Association of Burundian Communities of Queensland Inc,4110,ACACIA RIDGE,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/12/2012,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4110,,,1500,1500,0,
18684877575,Valley Chamber of Commerce,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/12/2012,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4006,,,3000,3000,0,
34076048836,Multicultural Community Centre Ltd,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4006,,,2000,2000,0,
84748324998,Hazara Association of Australia Inc,4077,INALA,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/12/2012,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4077,,,1500,1500,0,
34729817220,Iranian Society of Queensland,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4068,,,1500,1500,0,
75117710857,Polonia Polish Association of QLD Inc,4064,MILTON,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4064,,,3000,3000,0,
31620169719,Eritrean Australian Women's & Families Support Network Inc,4105,MOOROOKA,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4105,,,1000,1000,0,
33380838613,Malayalee Association of Queensland,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4074,,,1000,1000,0,
59460665018,Brisbane Tamil School Inc,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4074,,,1000,1000,0,
11010883293,Local Government Association of Queensland Inc,4006,NEWSTEAD,Local Area Multicultural Partnerships - Coordinator role,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational ,1/07/2012,31/12/2012,Fixed term,Community support,Multicultural Affairs ,Community Development,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",Yes,Brisbane City,4006,,,32216,63906,0,
68212198983,Danish Association 'Heimdal' Inc,4006,NEWSTEAD,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4006,,,7000,7000,0,
20182007746,Hakka Association of Queensland Australia,,,Out of Round Funding,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,13/05/2013,28/07/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4113,,,2000,2000,0,
38294142424,Association of Queensland Soni Samaj Inc,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4113,,,1000,1000,0,
72830970028,Mainland Chinese Society Queensland (MCSQ) Inc,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4006,,,1500,1500,0,
96759692906,Runcorn Heights Primary P&C Association,4113,RUNCORN,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4113,,,1000,1000,0,
73370230601,Perhimpunan Indonesia Queensland Incorporated,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4075,,,1500,1500,0,
27360485381,Surf Life Saving Queensland,4101,SOUTH BRISBANE,Multicultural Affairs Queensland Water Safety Project,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,1/01/2011,31/12/2013,One-off,Education and training,Multicultural Affairs,Community Development,,"To increase understanding of water safety among people of culturally diverse backgrounds particularly newly arrived migrants, refugees and international students.",No,Brisbane City,,,,231000,100000,129000,
34586496769,Greek Orthodox Community of St George Brisbane,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4101,,,20000,20000,0,
78106094461,Griffith University (t/a Qld Conservatorium RC),,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4101,,,2000,2000,0,
81529627377,Contact Inc,4001,SPRING HILL,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4001,,,4000,4000,0,
89440569010,Federation of Indian Communities of QLD Incorporated,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4004,,,6000,6000,0,
98372412842,The University of Queensland - International House,4067,ST LUCIA,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4067,,,5000,5000,0,
12645422033,Nuba Orphanage and Widows Home Inc,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4053,,,3000,3000,0,
22055668707,Italian Festival Inc,,,Out of Round Funding,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,1/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4053,,,20000,20000,0,
73524931421,Te Korowai Aroha Inc,4116,STRETTON,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/12/2012,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4116,,,5000,5000,0,
0,Queensland Kurdish Newroz Committee,4109,SUNNYBANK HILLS,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/12/2012,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4109,,,1500,1500,0,
81935826205,Taiwan Friendship Association of Queensland Incorporation,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/12/2012,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4109,,,4000,4000,0,
40847936544,Queensland Telugu Association Inc,4018,TAIGUM,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4018,,,1000,1000,0,
0,Brisbane Festival of Tibet,4061,THE GAP,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/12/2012,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4061,,,1000,1000,0,
0,Pacific Islands Reference Group Inc,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4101,,,8500,8500,0,
11781477447,Queensland Council of Social Service Inc,4101,WEST END,CAMS Multicultural Community Worker,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational ,1/07/2012,30/06/2015,Fixed term,Community support,Multicultural Affairs ,Community Development,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",Yes,Brisbane City,4101,,,266736,88912,0,
55010151256,The Ethnic Communities Council of Queensland Limited,4101,WEST END,CAMS Multicultural Community Worker - Coordinator,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational ,1/07/2012,31/12/2012,Fixed term,Community support,Multicultural Affairs ,Community Development,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",Yes,Brisbane City,4101,,,32635,64738,0,
55010151256,The Ethnic Communities Council of Queensland Limited,4101,WEST END,Multicultural Affairs Queensland Core Funding,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational ,1/07/2011,30/06/2014,Fixed term,Community support,Multicultural Affairs ,Community Development,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",Yes,Brisbane City,4101,,,509547,132043,0,
55010151256,The Ethnic Communities Council of Queensland Limited,,,Out of Round Funding,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,28/03/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4101,,,20000,20000,0,
91291283135,GOPIO Queensland,,,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/02/2013,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4101,,,4000,4000,0,
74939296618,Queensland's Iranian House of Music Inc,4122,WISHART,Multicultural Queensland Partnerships Program,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational,7/12/2012,31/12/2013,One-off,Aboriginal and Torres Strait Islander peoples,Multicultural Affairs,Community Support,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4122,,,2000,2000,0,
41372481576,Multicultural Development Association Inc,4102,WOOLLOONGABBA,CAMS Target Community Worker (Refugee Communities),DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational ,1/07/2012,30/06/2015,Fixed term,Community support,Multicultural Affairs ,Community Development,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4101,,,141702,47234,0,
41372481576,Multicultural Development Association Inc,4102,WOOLLOONGABBA,Grant Access Worker,DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational ,1/07/2012,30/06/2015,Fixed term,Community support,Multicultural Affairs ,Community Development,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4101,,,283407,94469,0,
41372481576,Multicultural Development Association Inc,4102,WOOLLOONGABBA,CAMS Multicultural Community Worker (North Brisbane),DATSIMA,State,Multicultural Affairs Qld,,Grant,Operational ,1/07/2012,30/06/2015,Fixed term,Community support,Multicultural Affairs ,Community Development,,"The promotion of positive community relations, and strengthen Queenslanders' understanding of cultural diversity and its benefits.",No,Brisbane City,4101,,,133368,44456,0,
